Name	Category	Price	NetPrice	DeliveryTime	DeliveryCost	Description	Url	ItemCode
Multifunctional Xerox WorkCentre 6605DN, laser color, A4, retea, duplex (6605DN)	Multifunctionale > Laser color A4	26644	20980	6	FREE	"<p> 	<strong>Multifunctional color WorkCentre 6605, de retea, duplex <br> 	-imprimanta, copiator, scanner, fax-</strong></p> <p>Vezi brosura echipamentului>> </p> <p> 	<strong>Performanţă</strong></p> <p> 	Viteză Până la 35 ppm A4, color și alb-negru</p> <p> 	Volum lunar maxim80.000 pagini <br> 	Procesor533 MHz <br> 	Memorie standar/maxim512 MB / 1 GB</p> <p> 	<strong>Hârtie</strong></p> <p> 	Alimentare hârtie - Standard: Tavă multifuncțională: 150 coli; dimensiuni personalizate: 76,2x 127 mm - 216x 356 mm <br> 	Alimentare hârtie - Standard: Tava 1: 550 coli; dimensiuni personalizate: 148x 210 mm - 216x 356 mm <br> 	DADF: 50 coli <br> 	Alimentare hârtie - Opțional: Tava 2: 550 coli; dimensiuni personalizate: 148x 210 mm - 216x 356 mm</p> <p> 	<strong>Imprimare</strong></p> <p> 	Imprimarea primei pagini: Alb-Negru: 9 secunde / Color: 10 secunde <br> 	Rezoluţie: Până la 600 x 600 x 4 dpi (calitate îmbunătățită a imaginii 1200 x 1200) <br> 	Imprimare automata fata-verso: automata <br> 	Conectivitate: USB 2.0 10/100/1000Base TX Ethernet, Wi-Fi Opțional (802.11 n/g/b) <br> 	Limbaj de imprimare: True Adobe® PostScript® 3TM, emulare PCL® 5/6, XPS, PDF <br> 	Funcţii de imprimare: Simulări de culoare solidă calibrate PANTONE® , setări salvate, setări Earth Smart, corecții de culoare, N-up, format broșură, filigran, mod foto, colaționare, imprimare securizată, imprimare salvată, stocare fonturi/formulare/macrocomenzi</p> <p> 	<strong>Copiere</strong></p> <p> 	Copierea primei pagini 13 secunde alb-negru/16 secunde color <br> 	Functii copiere: rezolutie până la 600 x 600 dpi, micşorare/mărire (25 %-400 %), mai deschis/mai închis, saturaţie culori, conturare, balans culori, expunere automată, până la 99 copii, copiere 2 pagini pe aceeaşi coală, ajustare automată, clonare, colaţionare (până la 50 de pagini)</p> <p> 	<strong>Fax <br> 	</strong></p> <p> 	<strong>Funcţii fax</strong> Comprimare MH/MR/MMR/JBIG, respingere faxuri nedorite, detectare ton de apel caracteristic, redirecţionare fax şi imprimare locală, interogare faxuri primite, pornire întârziată (până la 24 de ore), trimitere la mai multe destinaţii (până la 200), agendă cu adrese fax (până la 200 de numere cu apelare rapidă), recepţionare securizată a faxurilor <br> 	Funcţii Fax LAN Pornire întârziată (până la 24 de ore), trimitere la mai multe destinaţii (până la 30), zoom, ajustare automată, rotire, N-up, filigran, agendă telefonică (până la 500 numere cu apelare rapidă, până la 500 numere cu apelare în grup, agendă telefonică memorată pe PC)</p> <p> 	<strong>Scanare</strong></p> <p> 	Destinaţii de scanare:  Scanare TWAIN/WIA via USB sau reţea, scanare către computer via SMB, scanare către server via FTP, scanare către e-mail cu suport LDAP, scanare către dispozitiv de memorie USB, scanare WSD <br> 	Caracteristici scanare Formate de fişier JPEG/TIFF Multipage/TIFF/PDF, agendă cu adrese de e-mail (până la 100 adrese e-mail, până la 10 adrese e-mail de grup), Express Scan Manager, Scan to PC Desktop® SE Small Business Edition (1 licenţă)</p> <p> 	Garanție 1 an</p> <p> 	Se livreaza cu toner color de 2000 pagini si toner negru de 3000 pagini </p>"	http://www.testshop.ro/workcentre-6650dn	10548
Multifunctional Xerox WorkCentre 6605N, laser color, A4, retea (6605N)	Multifunctionale > Laser color A4	34301	27009	6	FREE	"<p> 	<strong>Multifunctional color WorkCentre 6605, de retea <br> 	-imprimanta, copiator, scanner, fax-</strong></p> <p>Vezi brosura echipamentului>> </p> <p> 	<strong>Performanţă</strong></p> <p> 	ModelWorkCentre 6605N / WorkCentre 6605DN</p> <p> 	Viteză Până la 35 ppm A4, color și alb-negru <br> 	Volum lunar maxim80.000 pagini <br> 	Procesor533 MHz <br> 	Memorie standar/maxim512 MB / 1 GB</p> <p> 	<strong>Hârtie</strong></p> <p> 	Alimentare hârtie - Standard: Tavă multifuncțională: 150 coli; dimensiuni personalizate: 76,2x 127 mm - 216x 356 mm <br> 	Alimentare hârtie - Standard: Tava 1: 550 coli; dimensiuni personalizate: 148x 210 mm - 216x 356 mm <br> 	DADF: 50 coli <br> 	Alimentare hârtie - Opțional: Tava 2: 550 coli; dimensiuni personalizate: 148x 210 mm - 216x 356 mm</p> <p> 	<strong>Imprimare</strong></p> <p> 	Imprimarea primei pagini: Alb-Negru: 9 secunde / Color: 10 secunde <br> 	Rezoluţie: Până la 600 x 600 x 4 dpi (calitate îmbunătățită a imaginii 1200 x 1200) <br> 	Imprimare automata fata-verso: optionala <br> 	Conectivitate: USB 2.0 10/100/1000Base TX Ethernet, Wi-Fi Opțional (802.11 n/g/b) <br> 	Limbaj de imprimare: True Adobe® PostScript® 3TM, emulare PCL® 5/6, XPS, PDF <br> 	Funcţii de imprimare: Simulări de culoare solidă calibrate PANTONE® , setări salvate, setări Earth Smart, corecții de culoare, N-up, format broșură, filigran, mod foto, colaționare, imprimare securizată, imprimare salvată, stocare fonturi/formulare/macrocomenzi</p> <p> 	<strong>Copiere</strong></p> <p> 	Copierea primei pagini 13 secunde alb-negru/16 secunde color <br> 	Functii copiere: rezolutie până la 600 x 600 dpi, micşorare/mărire (25 %-400 %), mai deschis/mai închis, saturaţie culori, conturare, balans culori, expunere automată, până la 99 copii, copiere 2 pagini pe aceeaşi coală, ajustare automată, clonare, colaţionare (până la 50 de pagini)</p> <p> 	<strong>Fax <br> 	</strong></p> <p> 	<strong>Funcţii fax</strong> Comprimare MH/MR/MMR/JBIG, respingere faxuri nedorite, detectare ton de apel caracteristic, redirecţionare fax şi imprimare locală, interogare faxuri primite, pornire întârziată (până la 24 de ore), trimitere la mai multe destinaţii (până la 200), agendă cu adrese fax (până la 200 de numere cu apelare rapidă), recepţionare securizată a faxurilor <br> 	Funcţii Fax LAN Pornire întârziată (până la 24 de ore), trimitere la mai multe destinaţii (până la 30), zoom, ajustare automată, rotire, N-up, filigran, agendă telefonică (până la 500 numere cu apelare rapidă, până la 500 numere cu apelare în grup, agendă telefonică memorată pe PC)</p> <p> 	<strong>Scanare</strong></p> <p> 	Destinaţii de scanare:  Scanare TWAIN/WIA via USB sau reţea, scanare către computer via SMB, scanare către server via FTP, scanare către e-mail cu suport LDAP, scanare către dispozitiv de memorie USB, scanare WSD <br> 	Caracteristici scanare Formate de fişier JPEG/TIFF Multipage/TIFF/PDF, agendă cu adrese de e-mail (până la 100 adrese e-mail, până la 10 adrese e-mail de grup), Express Scan Manager, Scan to PC Desktop® SE Small Business Edition (1 licenţă)</p> <p> 	Garanție 1 an</p> <p> 	Se livreaza cu toner color de 2000 pagini si toner negru de 3000 pagini </p>"	http://www.testshop.ro/workcentre-6605n	10314
Multifunctional Xerox WorkCentre 6655, laser color, A4, retea, duplex (6655V_X)	Multifunctionale > Laser color A4	41516	32690	6	FREE	"<p> 	<strong>Multifunctional Xerox WorkCentre 6655X <br> 	-copiator, printer, scanner, fax-</strong></p> <p>Vezi brosura echipamentului>> </p> <p> 	<strong>Specificaţii:</strong></p> <p> 	VitezăPână la 36 ppm letter/până la 35 ppm A4  <br> 	Volum lunarPână la 100.000 pagini/lună <br> 	Unitate hard disc/ Procesor/MemorieMinim 250 GB/1 GHz Dual-core/4 GB <br> 	Conectivitate10/100/1000Base-T Ethernet, USB 2.0 de mare viteză, Wi-Fi opţional (cu adaptorul de reţea wireless Xerox) <br> 	Duplex: da</p> <p> 	<strong>Funcţiile controlerului</strong></p> <p> 	Agendă cu adrese unificată, panou de comandă la distanţă, asistenţă tehnică online (accesată de pe interfaţa cu utilizatorul şi din driverul de imprimare), clonarea configuraţiei</p> <p> 	<strong>Copiere şi imprimare</strong></p> <p> 	Rezoluţie de copiere şi imprimare <br> 	Copiere: până la 600 x 600 dpi; <br> 	Imprimare: până la 2400 x 600 dpi </p> <p> 	Imprimarea primei pagini (viteză)Copiere: 16 secunde color/15 secunde alb-negru; <br> 	Imprimare: 11 secunde color/11 secunde alb-negru </p> <p> 	Limbaje de imprimare:  Adobe PostScript 3, PDF, PCL 5c / PCL 6, XML Paper Specification (XPS) <br> 	Funcţii de imprimareImprimare de pe USB, setări driver Earth Smart, memorare şi reluare setări driver, status bidirecţional, Smart duplex, imprimare faţă-verso automată, imprimare broşuri, imprimare de probă, N pe pagină, Print Around <br> 	Imprimare mobilă - Apple AirPrint, Xerox Mobile Print (opţional), Xerox Mobile Print Cloud (opţional), Xerox PrintBack, certificare Mopria</p> <p> 	<strong>Scanare și Fax</strong></p> <p> 	Destinaţii: scanare către căsuţa poştală, scanare către USB, scanare către e-mail, scanare către reţea; <br> 	Formate de fişier: PDF, PDF/A, XPS, JPEG, TIFF;</p> <p> 	Funcţii pentru mai mult confort: scanare către destinaţie pre-alocată, scanare printr-o singură apăsare, PDF cu posibilitate de căutare, PDF cu una/mai multe pagini/XPS/TIFF, PDF criptat/protejat prin parolă, PDF liniarizat/PDF/A  <br> 	Fax încorporat, fax LAN, fax internet, fax server</p> <p> 	<strong>Securitate</strong></p> <p> 	McAfee® încorporat, compatibilitate cu McAfee ePolicy (ePO), suprascriere imagini pe hard disc, criptare pe 256 biţi (conform standardului FIPS 140-2), certificare Common Criteria (ISO 15408), imprimare securizată, fax securizat, scanare securizată, e-mail securizat, integrare Cisco® TrustSec, autentificare în reţea, SSL, SNMPv3, jurnal de audit, control acces, permisiuni de utilizator</p> <p> 	<strong>Contorizare</strong></p> <p> 	Xerox® Standard Accounting (copiere, imprimare, scanare, fax, e-mail), Network Accounting Enablement</p> <p> 	<strong>Alimentare cu hârtie</strong></p> <p> 	Dispozitiv automat de alimentare faţă-verso: 60 coli; dimensiuni personalizate: 139,7 x 139,7 mm - 216 x 356 mm <br> 	Tava manuală: 150 coli; dimensiuni personalizate: 76,2 x 127 mm - 216 x 356 mm <br> 	Tava 1: 550 coli; dimensiuni personalizate: 148 x 210 mm - 216 x 356 mm</p> <p> 	<strong>Finisare</strong></p> <p> 	Capsator manual cu utilizare offline: 20 coli, o singură poziţie de capsare</p>"	http://www.testshop.ro/workcentre-6655	10087
Pachet de 2 tonere Xerox 006R01663 WorkCentre 5019/5021/5022/5024 (006R01663)	Tonere, cartuse, consumabile > Laser	19317	15210	6	FREE	"<p> 	Toner dual pack original 006R01663 negru,   cu o capacitate de 2x9000 pentru echipamente XEROX. </p> <p> 	 <br> 	Specificatii tehnice  <br> 	Marca XEROX  <br> 	Cod cartus  006R01663 <br> 	Culoare  negru  <br> 	Numar pagini 9000, la 5% acoperire  <br> 	Folosit la echipamentele   <br> 	Xerox WorkCentre 5019 (WC5019) <br> 	Xerox WorkCentre 5021 (WC5021) <br> 	Xerox WorkCentre 5022  <br> 	Xerox WorkCentre 5024</p> <p> 	  <br> 	 </p>"	http://www.testshop.ro/index.php?route=product/product&product_id=1546	10164
Recipient cerneala reziduala Xerox 109R00754 Phaser 8860 / 8560, ColorQube 8570 / 8580 (109R00754)	Tonere, cartuse, consumabile > Cerneala solida	42632	33569	6	FREE	"<p> 	Recipient pentru cerneala reziduala, original pentru 30000 pagini <br> 	- WASTE TRAY -</p> <p> 	Marca XEROX  <br> 	Cod cartus  109R00754  <br> 	Folosit la imprimantele   <br> 	Xerox Phaser 8860 <br> 	Xerox Phaser 8560MFP <br> 	Xerox Phaser 8860 <br> 	Xerox Phaser 8860MFP <br> 	Xerox ColorQube 8570 <br> 	Xerox ColorQube8580</p>"	http://www.testshop.ro/Recipient-cerneala-reziduala-Xerox-109R00754	10794
Recipient toner rezidual Xerox 108R00575 Phaser 7750 / 7760 (108R00575)	Tonere, cartuse, consumabile > Laser	30289	23850	6	FREE	"<p> 	Recipient toner rezidual, original Xerox 108R00575  <br> <br> 	Cod: 108R00575  <br> 	Pentru echipamentele : <br> 	Xerox Phaser 7750 <br> 	Xerox Phaser 7760</p> <p> 	Durata de viata: 27000</p>"	http://www.testshop.ro/recipient-toner-rezidual-Xerox-108r00575-phaser-7760	10069
Rezervor rezidual 106R01368 WorkCentre 6400 (106R01368)	Tonere, cartuse, consumabile > Laser	5860	4614	6	FREE	"<p> 	Rezervor rezidual Xerox 106R01368 pentru echipament Xerox WorkCentre 6400</p> <p> 	- waste cartridge -</p> <p> 	Marca: Xerox <br> 	Durata de viata: 44000 pagini</p> <p> 	Folosit pentru echipamentele Xerox WorkCentre 6400</p>"	http://www.testshop.ro/rezervor-rezidual-Xero-workcentre-6400-106r01368	10187
Rezervor rezidual Xerox 106R00683 Phaser 6100 (106R00683)	Tonere, cartuse, consumabile > Laser	28538	22471	6	FREE	"<p> 	Rezervor rezidual XEROX 106R00683 ( WASTE CARTRIDGE) pentru  PHASER 6100</p> <p> 	Marca: Xerox <br> 	Durata de viata: 5000 pagini <br> 	Folosit la: Xerox Phaser 6100</p>"	http://www.testshop.ro/rezervor-rezidual-Xerox-106r00683-waste-cartridge-phaser-6100	10871
Rezervor rezidual Xerox 106R02624 Phaser 7100 (106R02624)	Tonere, cartuse, consumabile > Laser	49065	38634	6	FREE	"<p> 	Rezervor original original Xerox pentru Phaser 7100 <br> 	- waste cartridge -</p> <p> 	Cod: 106R02624 <br> 	Durata de viata: 24000 paginiFolosit la echipamentele <br> 	Xerox Phaser 7100</p>"	http://www.testshop.ro/rezervor-rezidual-xerox-106R02624-phaser-7100	10761
Rezervor rezidual Xerox 108R00975Phaser 6700 (108R00975)	Tonere, cartuse, consumabile > Laser	33113	26073	6	FREE	"<p> 	Rezervor rezidual  108R00975 pentru Phaser 6700</p> <p> 	Numar pagini : 25.000 pagini</p>"	http://www.testshop.ro/waste-cartridge-108R00975	10336
Rezervor rezidual Xerox 108R01124 Phaser 6600, Workcentre 6605 / 6650 / 6655 (108R01124)	Tonere, cartuse, consumabile > Laser	18407	14494	6	FREE	"<p> 	Rezervor original original Xerox pentru Phaser 6600, WorkCentre 6605 /  WorkCentre 6655 <br> 	- waste cartridge -</p> <p> 	Cod: 108R01124 <br> 	Durata de viata: 30000 paginiFolosit la echipamentele <br> 	Xerox Phaser 6600N <br> 	Xerox Phaser 6600DN   <br> 	Xerox WorkCentre 6605N <br> 	Xerox WorkCentre 6605DN <br> 	Xerox WorkCentre 6655</p>"	http://www.testshop.ro/rezervor-rezidual-xerox-108R01124	10692
Rezervor toner rezidual Xerox 016189100 Phaser 7700 (16189100)	Tonere, cartuse, consumabile > Laser	39373	31002	6	FREE	"<p> 	Rezervor toner rezidual pentru Xerox Phaser 7700</p> <p> 	Specificatii tehnice  <br> 	Marca XEROX  <br> 	Cod cartus  016189100 <br> 	Numar pagini  6000  <br> 	Folosit la imprimantele  XEROX Phaser 7700 (Phaser7700)   <br> 	 </p>"	http://www.testshop.ro/fuser-016189100-xerox-phaser-7700	10709
Rezervor toner rezidual Xerox 108R00722 Phaser 6110 / 6110MFP (108R00722)	Tonere, cartuse, consumabile > Laser	7243	5703	6	FREE	"<p> 	Rezervor toner rezidual, produs original Xerox,  108R00722 pentru Phaser 6110 / 6110MFP</p> <p> 	Cod: 108R00722 <br> 	Marca: Xerox <br> 	Durata viata: 5000 pagini alb-negru /  1250 color <br> 	Pentru echipamentele:</p> <p> 	Phaser 6110 <br> 	Phaser 6110MFP</p>"	http://www.testshop.ro/rezervor-toner-rezidual-Xerox-108r00722-phaser-6110-phaser-6110mfp	10379
Rezervor toner rezidual Xerox 108R00865 Phaser 7500 (108R00865)	Tonere, cartuse, consumabile > Laser	43768	34463	6	FREE	"<p> 	Rezervor toner rezidual pentru Xerox Phaser 7500</p> <p> 	Specificatii tehnice  <br> 	Marca XEROX  <br> 	Cod cartus  108R00865  <br> 	Numar pagini  20000  <br> 	Folosit la imprimantele  XEROX Phaser 7500 (Phaser7500)   <br> 	 </p>"	http://www.testshop.ro/rezervor-toner-rezidual-XeroX-108r00865-phaser-7500	10436
Rola de transfer Xerox 108R00579 Phaser 7750 / 7760 (108R00579)	Tonere, cartuse, consumabile > Laser	12992	10230	6	FREE	"<p> 	Rola transfer Xerox 108R00579  <br> 	- transfer roller -</p> <p> 	Cod: 108R00579 <br> 	Pentru echipamentele : <br> 	Xerox Phaser 7750 <br> 	Xerox Phaser 7760</p> <p> 	Durata de viata: 100000 pagini</p>"	http://www.testshop.ro/rola-transfer-Xerox-108r00579-phaser-7760-phaser-7750	10754
Rola hartie A0 Xerox 496L94041 (496L94041)	Hartie si medii print > Role hartie si hartie formate mari	40601	31969	6	FREE	"<p> 	<strong>Hartie rola format A0  <br> 	</strong></p> <ul> 	<li><strong>Cod produs : 496L94041 <br></strong></li> 	<li>Compatibilitate: Copiatoare de planşe, imprimante laser ingineresti, plotter</li> 	<li>Dimensiune: 840 mm x 175 m</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li> 	<li>Dimensiune interioara rola 3""</li> 	<li>Ambalaj: rolă (175m)</li> 	<li>Tip: A0</li> 	<li>Greutate: 75 g/mp</li> </ul>"	http://www.testshop.ro/p-61-hartie-Xerox-rola-a0	10118
Rola hartie A0+ Xerox 496L94040 (496L94040)	Hartie si medii print > Role hartie si hartie formate mari	13462	10600	6	FREE	"<ul> 	<li>Cop produs : 496L94040</li> 	<li>Compatibilitate: Pentru copiator si plotter diverse marci : Encad, Epson, HP, Mimaki, Mutoh, Oce, Roland, Seiko, Xerox</li> 	<li>Dimensiune: 914mm</li> 	<li>Dimensiune interioara rola 3""</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li> 	<li>Ambalaj: rolă (175m)</li> 	<li>Tip: A0+</li> 	<li>Greutate: 75g/mp</li> </ul>"	http://www.testshop.ro/p-59-hartie-Xerox-rola-a0-	10053
Rola hartie A1 Xerox 496L94043 (496L94043)	Hartie si medii print > Role hartie si hartie formate mari	4272	3364	6	FREE	"<p> 	<strong>Hartie rola format A1 <br> 	</strong></p> <ul> 	<li><strong>Cod produs 496L94043 <br></strong></li> 	<li>Producator Xerox</li> 	<li>Compatibilitate: Copiatoare de planşe, imprimante laser ingineresti, plotter</li> 	<li>Dimensiune: 594 mm x 175 m</li> 	<li>Dimensiune interioara : 3""</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li> 	<li>Ambalaj: rolă (175m)</li> 	<li>Tip: A1</li> 	<li>Greutate: 75 g/mp</li> </ul>"	http://www.testshop.ro/p-62-hartie-Xerox-rola-a1	10729
Rola hartie A2 Xerox 496L94044 (496L94044)	Hartie si medii print > Role hartie si hartie formate mari	49762	39183	6	FREE	"<p> 	<strong>Hartie rola format A2 <br> 	</strong></p> <ul> 	<li><strong>Cod produs 496L94044 <br></strong></li> 	<li>Compatibilitate: Copiatoare de planşe, imprimante laser ingineresti, plotter. Compatibila pentru echipamentele care suporta role hartie 3""</li> 	<li>Dimensiune: 420 mm x 175 m</li> 	<li>Dimensiune interioara 3""</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li> 	<li>Ambalaj: rolă (175m)</li> 	<li>Tip: A2</li> 	<li>Greutate: 75 g/mp</li> </ul>"	http://www.testshop.ro/p-63-hartie-Xerox-rola-a2	10239
Rola hartie A3 Xerox 496L94045 (496L94045)	Hartie si medii print > Role hartie si hartie formate mari	16022	12616	6	FREE	"<p> 	<strong>Hartie Xerox rola A3 <br> 	</strong></p> <ul> 	<li><strong>Cod produs 496L94045 <br></strong></li> 	<li>Compatibilitate: Copiatoare de planşe, imprimante laser ingineresti, plotter. Compatibiltate copiator si plotter 3""</li> 	<li>Dimensiune: 297 mm x 175 m</li> 	<li>Dimensiune interioara rola 3""</li> 	<li>Culoare: albă</li> 	<li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li> 	<li>Ambalaj: rolă (175m)</li> 	<li>Tip: A3</li> 	<li>Greutate: 75 g/mp</li> </ul>"	http://www.testshop.ro/p-64-hartie-Xerox-rola-a3	10266
Rola hartie plotter A0+ 90 gsm Xerox 496L94039 (496L94039)	Hartie si medii print > Role hartie si hartie formate mari	13737	10817	6	FREE	"<ul><li>Cop produs : <strong>496L94039</strong></li><li>Compa tibilitate: Plotter diverse marci, dimensiune interioara rola 2""</li><li>Latime: 914 mm</li><li>Lungime : 45 metri</li><li>Dimensiune interioara rola 2""</li><li>Greutate: 90g/mp</li><li>Culoare: albă</li><li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li><li>Ambalaj: rolă (45 m)</li><li>Tip: A0+</li> 	</ul>"	http://www.testshop.ro/index.php?route=product/product&product_id=1586	10781
Rola hartie plotter A0+ Xerox 496L94037 (496L94037)	Hartie si medii print > Role hartie si hartie formate mari	38247	30116	6	FREE	"<ul><li>Cop produs : <strong>496L94037</strong></li><li>Compa tibilitate: Plotter diverse marci, dimensiune interioara rola 2""</li><li>Latime: 914 mm</li><li>Lungime : 50 metri</li><li>Dimensiune interioara rola 2""</li><li>Greutate: 75g/mp</li><li>Culoare: albă</li><li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li><li>Ambalaj: rolă (50 m)</li><li>Tip: A0+</li> 	</ul>"	http://www.testshop.ro/rola-hartie-plotter-ao+-914-mm-75gsm	10980
Rola hartie plotter A1 Xerox 496L94034 (496L94034)	Hartie si medii print > Role hartie si hartie formate mari	14693	11569	6	FREE	"<ul><li>Cop produs : <strong>496L94034</strong></li><li>Compa tibilitate: Plotter diverse marci, dimensiune interioara rola 2""</li><li>Latime: 594 mm</li><li>Lungime : 50 metri</li><li>Dimensiune interioara rola 2""</li><li>Greutate: 75g/mp</li><li>Culoare: albă</li><li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li><li>Ambalaj: rolă (50 m)</li><li>Tip: A1</li> 	</ul>"	http://www.testshop.ro/index.php?route=product/product&product_id=1583	10463
Rola hartie plotter A1+ 90 gsm Xerox 496L94038 (496L94038)	Hartie si medii print > Role hartie si hartie formate mari	25537	20108	6	FREE	"<ul><li>Cop produs : <strong>496L94038</strong></li><li>Compa tibilitate: Plotter diverse marci, dimensiune interioara rola 2""</li><li>Latime: 610 mm</li><li>Lungime : 45 metri</li><li>Dimensiune interioara rola 2""</li><li>Greutate: 90g/mp</li><li>Culoare: albă</li><li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li><li>Ambalaj: rolă (45 m)</li><li>Tip: A0+</li> 	</ul>"	http://www.testshop.ro/rola-hartie-plotter-a1-610-mm-90-gsm	10055
Rola hartie plotter A1+ Xerox 496L94035 (496L94035)	Hartie si medii print > Role hartie si hartie formate mari	31052	24450	6	FREE	"<ul><li>Cop produs : <strong>496L94035</strong></li><li>Compa tibilitate: Plotter diverse marci, dimensiune interioara rola 2""</li><li>Latime: 610 mm</li><li>Lungime : 50 metri</li><li>Dimensiune interioara rola 2""</li><li>Greutate: 75g/mp</li><li>Culoare: albă</li><li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li><li>Ambalaj: rolă (50 m)</li><li>Tip: A1+</li> 	</ul>"	http://www.testshop.ro/rola-hartie-plotter-a1-610-mm-xerox-496l94035	10575
Rola hartie plotter A2 Xerox 496L94032 (496L94032)	Hartie si medii print > Role hartie si hartie formate mari	39705	31264	6	FREE	"<ul><li>Cop produs : <strong>496L94032</strong></li><li>Compa tibilitate: Plotter diverse marci, dimensiune interioara rola 2""</li><li>Latime: 420 mm</li><li>Lungime : 50 metri</li><li>Dimensiune interioara rola 2""</li><li>Greutate: 75g/mp</li><li>Culoare: albă</li><li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li><li>Ambalaj: rolă (50 m)</li><li>Tip: A2</li> 	</ul>"	http://www.testshop.ro/rola-hartie-plotter-a2-420-mm-75-gsm-xerox-496l94032	10133
Rola hartie plotter A3 Xerox 496L94030 (496L94030)	Hartie si medii print > Role hartie si hartie formate mari	25162	19813	6	FREE	"<ul><li>Cop produs : <strong>496L94030</strong></li><li>Compa tibilitate: Plotter diverse marci, dimensiune interioara rola 2""</li><li>Latime: 297 mm</li><li>Lungime : 50 metri</li><li>Dimensiune interioara rola 2""</li><li>Greutate: 75g/mp</li><li>Culoare: albă</li><li>Aplicaţii: planşe, planuri, lucrări de cadastru/geologice/urbanism, schiţe, prezentări, fişe tehnice</li><li>Ambalaj: rolă (50 m)</li><li>Tip: A3</li> 	</ul>"	http://www.testshop.ro/index.php?route=product/product&product_id=1585	10609
Rola transfer Xerox 108R00592 Phaser 6250 / 6200 (108R00592)	Tonere, cartuse, consumabile > Laser	20334	16011	6	FREE	"<p> 	Rola transfer XEROX 108R00592 pentru Phaser 6250/6200</p> <p> 	Cod: 108R00592 <br> 	Marca: Xerox <br> 	Durata de viata: 15000 pagini <br> 	Folosit la: Phaser 6250, Phaser 6200</p>"	http://www.testshop.ro/rola-transfer-Xerox-108r00592-phaser-6250	10487
Rola transfer Xerox 108R00646 Phaser 6360 / 6300 / 6350 (108r00646)	Tonere, cartuse, consumabile > Laser	4572	3600	6	FREE	"<p> 	Rola de transfer Xerox 108R00646 pentru Phaser 6360/6300/6350</p> <p> 	- transfer roller -</p> <p> 	Cod: 108R00646 <br> 	Marca: Xerox <br> 	Durata de viata: 35000 pagini <br> 	Reper folosit la echipamentele: <br> 	Phaser 6360 <br> 	Phaser 6300 <br> 	Phaser 6350</p>"	http://www.testshop.ro/rola-transfer-Xerox-108r00646-phaser-6360-6300-6350	10740
Rola transfer Xerox 108R00815 WorkCentre 6400 (108R00815)	Tonere, cartuse, consumabile > Laser	11221	8835	6	FREE	"<p> 	Role de transfer <br> <br> 	- transfer roller -</p> <p> 	Marca: Xerox <br> 	Cod: 108R00815 <br> 	Durata de viata: 120000 pagini <br> 	Pentru echipamentele Xerox WorkCentre 6400</p>"	http://www.testshop.ro/rola-transfer-Xerox-108r00815-workcentre-6400	10067
Romania - Harta adm. si rutiera (hartie laminata) 140x100 (HP19L)	Harti de perete	30295	23854	6	FREE	"<p> 	Harta administrativa si rutiera a Romaniei - harta de perete</p> <p> 	Romania - Harta administrativa si rutiera <br> 	Scara:1:570.000 <br> 	Dimensiune: 140x100 cm <br>Suport: Hartie laminata pe ambele fete + baghete lemn  <br>Pe harta se poate scrie cu markere pe baza de apa, iar ulterior se poate sterge cu servetelul umed. </p>"	http://www.testshop.ro/harta-administrativa-si-rutiera-romania-laminata-5948357000722	10040
Romania - Harta administrativa (hartie laminata) 70x50 (HP08L)	Harti de perete	10963	8632	6	FREE	"<p> 	<strong>Harta administrativa a Romaniei - harta de perete, pe hartie laminata</strong></p> <p> 	Scara:1:1.150. 000 <br> 	Dimensiune: 70x50 cm <br>Suport: Hartie laminata pe ambele fete + baghete lemn  <br>Pe harta se poate scrie cu markere pe baza de apa, iar ulterior se poate sterge cu servetelul umed. </p>"	http://www.testshop.ro/romania-harta-administrativa-5948357000609	10448
